name;url;price;currency;description;brand;avg_rating;reviews_count;pack_size;ingredients;percentage_alcohol;serving_size
Bryant & May Extra Long Matches Av 45 Matches;https://www.tesco.com/groceries/en-GB/products/255284157;1;GBP;Bryant & May Extra Long Matches Av 45 Matches;BRYANT & MAY;4.1;8;;;;
Ben & Jerry's Moophoria Chocolate Cookie Dough Ice Cream 465Ml;https://www.tesco.com/groceries/en-GB/products/305943863;4.8;GBP;Chocolate Dairy Ice Cream with Chunks of Chocolate Chip Cookie Dough (16%). Ben & Jerry's Moo-phoria Chocolate Cookie Dough light ice cream low calorie dessert is packed with delicious chunks of chocolate chip cookie dough,Our Flavor Gurus have concocted our Moo-Phoria frozen desserts to be full of the chunks and swirls you love with fewer calories than regular ice cream,Our delicious ice cream is made with Fairtrade certified cocoa, sugar and vanilla,Ben & Jerry's operates on a mission that aims to create linked prosperity for everyone connected to our ice cream business: suppliers, employees, farmers, franchisees, customers and neighbours alike,Ben & Jerry's Moo-phoria Chocolate Cookie Dough light ice cream is kosher certified,Ben & Jerry's Moo-phoria Chocolate Cookie Dough light ice cream comes in responsibly sourced packaging;BEN & JERRY'S;4.8;34;Pack size: 465ML;Reconstituted skimmed MILK, sugar, condensed skimmed MILK, glucose syrup, WHEAT flour, cream (MILK), cocoa powder (5%), brown sugar, free range EGG yolk, butter (MILK), fully refined soy oil, EGG, cocoa mass, water, molasses, stabilisers (guar gum, locust bean gum), vanilla extract, cocoa butter, salt, emulsifier (SOY lecithin). > Sugar, cocoa, vanilla: mass balance is used to match Fairtrade sourcing, total 25% F. F Visit info.fairtrade.net/sourcing  Contains Cereals cont. Gluten, Egg, Soy, Milk. Certified for Kosher Yes Alcohol Suitable for vegetarians;;
Radox Liquid Handwash Care & Nourish 500Ml;https://www.tesco.com/groceries/en-GB/products/303760736;1.5;GBP;"Radox Liquid Handwash Care & Nourish 500Ml. RADOX Mineral Therapy Care & Nourish Antibacterial Handwash is a refreshing liquid handwash which leaves your hands feeling cleansed and nourished,Our replenishing handwash is infused with shea butter and ginger scents,Moisturising hand soap with our uniquely created blend of minerals and herbs which activates with hot water to cleanse and nourish your hands,RADOX Care & Nourish liquid soap is suitable for daily use; pump out the handwash and lather on hands,Our handwash is dermatologically tested and suitable for all skin types,Killing 99.9% of bacteria, RADOX Care & Nourish handwash is hard on germs, but gentle on hands";RADOX;4.7;71;Pack size: 500ML;Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Chloride, Parfum, Sodium Benzoate, Lactic Acid, Citric Acid, Glycol Distearate, Sodium Lactate, Laureth-4, Trisodium Ethylenediamine Disuccinate, Butyrospermum Parkii Butter, Sine Adipe Lac, Zingiber Officinale Root Extract, Polyquaternium-7, Hexyl Cinnamal, Linalool, CI 17200, CI 19140;;
Tesco Finest Thick Cut Sirloin Steak 350G;https://www.tesco.com/groceries/en-GB/products/309498605;7.65;GBP;Beef sirloin steak.;TESCO FINEST;4;5;Pack size: 350G;;;1 Servings
Akedo Powerstorm Battle Arena;https://www.tesco.com/groceries/en-GB/products/311677057;30;GBP;AKEDO Powerstorm Battle Arena . Ultimate,Includes 2 Exclusive Ultra Rare Warriors: Powerstriker Glitchblade and Powerstriker Shreddy Bear!,As you fight it out, hear over 35 real battle Sound Effects blast out of the Arena!,Choose from 2 different Arena Backgrounds to fight in front of. Arena also becomes a Training Dojo!,The Legends of Akedo Powerstorm Battle Arena works with  all Akedo Warriors so you can put on your very own Akedo tournament!;AKEDO;4.6;20;;;;
Lurpak Lighter Butter 250G;https://www.tesco.com/groceries/en-GB/products/309474949;2.5;GBP;Reduced Fat Salted Butter. Only 3 Natural Ingredients,Reduced fat butter,Suitable for vegetarians;LURPAK;4.1;20;Pack size: 250G;Butter (Milk), Water, Salt;;
Tesco Garlic & Rosemary Flatbread 220G;https://www.tesco.com/groceries/en-GB/products/286264762;1.8;GBP;A flatbread, topped with garlic and rosemary spread, with butter.;TESCO;3.8;6;Pack size: 220G;;;4 Servings
Shaken Udder Vanillalicious Milkshake 750Ml;https://www.tesco.com/groceries/en-GB/products/309460713;2.45;GBP;High Temperature Pasteurised Milk Drink with Vanilla Beans. Discover Delicious Dairy,Made with Real Vanilla Beans,Less than 5% added sugar,Low fat,Good source of calcium and protein,Gluten free,Love the Udder,Milkshake with no artificial colours, flavours or preservatives,Suitable for vegetarians;SHAKEN UDDER;5;3;Pack size: 750ML;Semi-Skimmed Milk (95%), Sugar, Stabilisers (Cellulose, Cellulose Gum, Carrageenan), Natural Flavourings, Vanilla Seeds;;This pack contains 3 servings of 250ml
Tesco Parmentier Potatoes 400G;https://www.tesco.com/groceries/en-GB/products/305055877;2.4;GBP;Diced potatoes with garlic butter and rosemary.;TESCO;2.7;17;Pack size: 400G;;;2 Servings
Lindt Hot Chocolate Drink Powder 300G;https://www.tesco.com/groceries/en-GB/products/310177184;4;GBP;Chocolate Drink with Lindt Chocolate. Lindt Sustainability. www.lindt.com. Lindt & Sprüngli Cocoa Farming Program. Made with Lindt Chocolate,Hot or Cold;LINDT;3.1;12;Pack size: 300G;Sugar, Fat Reduced Cocoa Powder 28%, Lindt Chocolate 8% (Sugar, Cocoa Mass, Cocoa Butter), Emulsifier (Sunflower Lecithin), Natural Flavouring, Salt, Chocolate contains: Cocoa Solids: 35% minimum;;
Tropical Vibes Lemonade Sassy Strawberry 300Ml;https://www.tesco.com/groceries/en-GB/products/310699643;1;GBP;Lemon & Strawberry Flavour Drink. Real Lemon Bits,Keep the Vibe Alive!;TROPICAL VIBES;;;Pack size: 300ML;Water, Sugar, Lemon Juice from Concentrate (6%), Strawberry Juice from Concentrate (0.1%), Lemon Pulp (0.1%), Acidity Regulators: Citric Acid, Calcium Carbonate, Stabiliser: Gum Arabic, Antioxidant: Alpha-Tocopherol, Flavours, Colour: Allura Red*, *May have an adverse effect on activity and attention in children;;
Gillette Proshield Power Razor;https://www.tesco.com/groceries/en-GB/products/308107196;15;GBP;Gillette Proshield Power Razor. 2x lubrication for incredible comfort,Lubrication before and after the blades, with an enhanced lubrastrip (vs ProGlide),Razor with 5 anti-friction blades for a close, long-lasting shave,FlexBall technology that responds to contours and gets virtually every hair,Battery-powered soothing micropulses help you to reduce friction so the razor glides even more smoothly over the skin,Precision trimmer for hard-to-reach places and styling facial hair,Microfins that gently stretch and smooth skin for a close shave;GILLETTE;4.7;1438;;PEG-115M, PEG-180M, PEG-7M, PEG-100, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tris(Di-T-Butyl)Phosphite, BHT;;
Dina Handmade Classic Baklawa Selection 200G;https://www.tesco.com/groceries/en-GB/products/309205458;2.25;GBP;Handmade Baklawa Selection. A selection of classic Mediterranean treats - the perfect gift,Authentic Mediterranean food,No Artificial Colours,Made from GM Free Source,Suitable for Vegetarians;DINA;4.3;20;Pack size: 200G;Invert Sugar Syrup, Sugar, Cocoa Powder, Flavouring, Cranberry (Cranberries, Sugar, Sunflower Oil), Filo Pastry [Fortified Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Water, Glucose Syrup, Rapeseed Oil, Salt, Clarified Butter (Milk), Maize Starch], Butter Blend [Rapeseed Oil, Clarified Butter (Milk)], Almonds, Cashew Nuts, Pistachio Nuts, Walnut, Macadamia Nuts, Dark Chocolate [Cocoa Mass, Sugar, Cocoa Butter, Emulsifiers (Soya, Lecithin's, Sorbian Tristearate), Vanilla Natural Flavouring];;
Red Bull Sugar Free Energy Drink 8 X 250Ml;https://www.tesco.com/groceries/en-GB/products/274307944;7.25;GBP;Caffeinated taurine drink with sweeteners. Pasteurised,Easy open pack,Sugarfree;RED BULL;;;Pack size: 2000ML;Water, Acidifier Citric Acid, Carbon Dioxide, Taurine (0.4%), Acidity Regulator (Sodium Carbonates, Magnesium Carbonate), Sweeteners (Acesulfame K, Aspartame), Caffeine (0.03%), Vitamins (Niacin, Pantothenic Acid, B6, B12), Flavourings, Thickener Xanthan Gum, Colours (Caramel, Riboflavin);;
Iams Dog Food Puppy Small, Medium With Chicken 800G;https://www.tesco.com/groceries/en-GB/products/301744454;3.5;GBP;Iams Dog Food Puppy Small, Medium With Chicken 800G. Animal 85% protein,Healthy growth,Healthy brain development,Strong immune system,S/M <25kg,Puppy 1-12 months,85% animal protein (out of total protein),Wheat free (produced in a factory that handles wheat),No fillers, artificial colours, flavours or GMOs;IAMS;4.4;137;Pack size: 800G;Dried Chicken & Turkey 32% (including Chicken 19%), Maize, Maize Grits, Animal Fat, Fresh Chicken (5.0%), Rice, Dried Beet Pulp (3.3%), Chicken Gravy, Minerals, Fish Oil, Dried Whole Egg, Fructooligosaccharides (0.21%), Brewer's Dried Yeast;;
Brylcreem Strong 24 Hour Hold Gel 150Ml;https://www.tesco.com/groceries/en-GB/products/258846905;3;GBP;Brylcreem Strong 24 Hour Hold Gel 150Ml. Work the product between your palms and apply to hair, style as desired,Brilliantly classic hair gel, styling men since 1928,Achieve 24 hour hold,Original barber shop product,Brylcreem Strong Hold Gel delivers classic, strong and durable styles, without a flake in sight,Keep hair looking smart and polished;BRYLCREEM;;;Pack size: 150ML;Ingredients: Aqua, VP/VA Copolymer, Vinyl Caprolactam/VP/Dimethylaminoethyl Methacrylate Copolymer, Triethanolamine, Carbomer, Phenoxyethanol, Caprylyl Glycol, Parfum, Propylene Glycol, Glycerin, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Disodium EDTA, Acrylates Copolymer, Laurtrimonium Chloride;;
Blandy's Duke Of Clarence Madeira 75Cl;https://www.tesco.com/groceries/en-GB/products/251326518;12.5;GBP;Red Portuguese Wine. Return for refund where applicable. Wine of Madeira, Portugal,Family owned winery;BLANDYS;4.8;4;Pack size: 75CL;;19% vol;
Suntrail Farms Grapes 500G;https://www.tesco.com/groceries/en-GB/products/292250003;1.35;GBP;Suntrail farm grapes.;SUNTRAIL FARMS;3.1;123;Pack size: 500G;Grapes;;
Buttermilk Plant Caramel Nougat Dairy Free Bar 50G;https://www.tesco.com/groceries/en-GB/products/308830829;1.5;GBP;Soft Nougat with a Caramel Centre, Enrobed in Plant-Based Choccy. Natural Ingredients,Palm Oil Free,Dairy Free,Compostable,Treat yourself better,Plant-powered,Gluten Free,No artificial colours or flavours,Suitable for vegans;LOCAL BUTTERMILK;5;2;Pack size: 50G;Sugar, Glucose Syrup, Cocoa Butter, Rice Powder (Dried Rice Syrup, Rice Starch, Rice Flour), Cocoa Mass, Coconut Oil, Brown Sugar, Golden Syrup, Cocoa Powder, Sea Salt, Emulsifier: Sunflower Lecithin, Hydrolysed Pea Protein, Natural Flavourings, Choccy contains minimum 45% Cocoa Solids;;
Tesco Finest Balsamic & Oil For Dipping 250Ml;https://www.tesco.com/groceries/en-GB/products/279422436;3.7;GBP;Extra virgin olive oil (70%) & balsamic vinegar.;TESCO FINEST;5;1;Pack size: 250ML;;;Approx. 16 Servings
Tesco 2 Cheese & Onion Bakes 260G;https://www.tesco.com/groceries/en-GB/products/277132120;1.45;GBP;Mature Cheddar and red Cheddar cheese and onion filling wrapped in puff pastry.;TESCO;1.9;28;Pack size: 260G;;;2 Servings
Tesco 6 Brie Slices 150G;https://www.tesco.com/groceries/en-GB/products/311932182;2.5;GBP;Sliced full fat soft mould ripened cheese made with pasteurised cow's milk.;TESCO;4;3;Pack size: 150G;;;6 Servings
Pantene Smooth & Sleek Conditioner 250Ml;https://www.tesco.com/groceries/en-GB/products/311672696;2;GBP;Pantene Smooth & Sleek Cond 250ml . SUPERIOR CONDITIONING TREATMENT FORMULA: unique Pro-V blend with strengthening lipids + protective anti-oxidants. Now enriched with 2x the nutrients,Fights roughness and controls frizz to leave hair silky and smooth,HAIR TYPE: this Pantene hair conditioner is for frizzy and dull hair,GOOD FOR YOU AND FOR THE PLANET: 0% mineral oils, 0% colourants and recyclable tube,Hair product tested by the Swiss Vitamin Institute;PANTENE;5;2;Pack size: 250ML;Aqua, Stearyl Alcohol, Behentrimonium Chloride, Cetyl Alcohol, Bis-Aminopropyl Dimethicone, Parfum, Isopropyl Alcohol, Benzyl Alcohol, Sodium Benzoate, Polysorbate 20, Disodium EDTA, Panthenol, Panthenyl Ethyl Ether, Citric Acid, Histidine, Hexyl Cinnamal;;
Under The Sea Magic Paint Pallete;https://www.tesco.com/groceries/en-GB/products/312088136;2;GBP;Under The Sea Magic Paint Pallete;CURIOUS UNIVERSE;;;;;;
Quorn Vegan Smoky Ham Free Slice 100G;https://www.tesco.com/groceries/en-GB/products/300544940;2.4;GBP;Meat free smoked ham flavour deli slices, made with mycoprotein. Proudly meat free,Satisfying simple,Gluten free,Totally vegan,Vegetarian Society Approved;QUORN;3.4;76;Pack size: 100G;Mycoprotein (78%), Water, Natural Flavourings (contain Smoked Flavourings, Colour: Iron Oxide), Gelling Agents: Agar, Locust Bean Gum, Potato Protein, Salt, Pea Fibre, Preservative: Potassium Sorbate;;4 Servings
Carnation Vegan Condensed Milk Alternative 370G;https://www.tesco.com/groceries/en-GB/products/307332650;2.4;GBP;Rice and Oat Based Sweetened Condensed Milk Alternative. Carnation® Vegan Condensed Milk alternative can be used to make so many incredible bakes, treats and desserts including Ultimate Fudge, Banoffee Pie, Vanilla Cheesecake and Millionaire's Shortbread…the list goes on!. 370g can of Carnation Vegan Condensed Milk Alternative,Made from oats and rice with a neutral flavour,Great for making delicious desserts,Gluten free,Vegan Society approved;CARNATION;4.4;104;Pack size: 370G;Sugar, Water, Hydrolysed Rice Flour (10%), Sunflower Oil, Oat Flour (7%), Gluten free Oats used;;Contains 7 servings
Pepsi Regular 1.25Ltr;https://www.tesco.com/groceries/en-GB/products/307154895;1.65;GBP;Carbonated Cola Flavoured Soft Drink;PEPSI;5;4;Pack size: 1.25L;Carbonated Water, Sugar, Colour (Caramel E150d), Acid (Phosphoric Acid), Flavourings (including Caffeine);;Bottle contains 5 servings
Dr Oetker 12 White Chocolatey Flavoured Carrots 13G;https://www.tesco.com/groceries/en-GB/products/311796895;2.15;GBP;Belgian white chocolate flavoured and coloured carrot decorations. Did you know? For more tips and inspiring recipe ideas visit our website:. www.oetker.co.uk. www.oetker.ie. Suitable for vegetarians,Pack contains 12 carrot shaped cake decorations,Apply to buttercream and icing just before it sets;DR. OETKER;;;Pack size: 13G;Belgian White Chocolate (99%) (Sugar, Cocoa Butter, Whole Milk Powder, Emulsifier (Sunflower Lechithins), Flavouring), Colours (Iron Oxides and Hydroxides, Brilliant Blue FCF, Paprika Extract);;Contains 12 Carrots
Tesco Finest Provence Rose 75Cl;https://www.tesco.com/groceries/en-GB/products/292400132;9;GBP;Côtes de Provence, Appellation Côtes de Provence Contrôlée, Rosé. Suitable for vegans;TESCO FINEST;4.4;17;Pack size: 75CL;;12.5% vol;6 Servings
Aptamil 1 First Pack Liquids Ready To Feed Infant Milk 420Ml;https://www.tesco.com/groceries/en-GB/products/283468059;9;GBP;First Infant Milk, with a 26% fermented dairy-based blend. Includes 6x 90ml bottles of ready-to-use Aptamil Infant Milk. Encourages friendly bacteria to thrive. UHT sterilised. For information on Halal, visit our website. Updated Formulation,Our patented formulation,Breastmilk Substitute,Ready to Feed,Palm Oil Free,Oil Blend,UHT sterilised;APTAMIL;5;6;Pack size: 420ML;Water, Dairy-Based Blend (of which 26% is Fermented) [Skimmed Milk, Lactose (from Milk), Vegetable Oils (High Oleic Sunflower Oil, Coconut Oil, Rapeseed Oil, Sunflower Oil), Demineralised Whey (from Milk), Emulsifier (Soy Lecithin), Whey Concentrate (from Milk), Fish Oil, Acidity Regulator (Citric Acid), Calcium Phosphate, Vitamin C, Potassium Chloride, Choline Chloride, Potassium Citrate, Sodium Citrate, Inositol, Magnesium Chloride, Pantothenic Acid, Antioxidant (Vitamin C), Vitamin E, Nicotinamide, Calcium Carbonate, Thiamin, Riboflavin, Vitamin B6, Folic Acid, Potassium Iodide, Vitamin K1, Biotin, Vitamin B12], Galacto-Oligosaccharides (GOS) (from Milk), Milk Protein, Emulsifier (Mono- & Diglycerides of Fatty Acids), Fructo-Oligosaccharides (FOS), Oil from Mortierella Alpina, Potassium Bicarbonate, Potassium Hydroxide, Calcium Hydroxide, Sodium Chloride, Sodium Bicarbonate, Potassium Dihydrogen Phosphate, Ferrous Lactate, Magnesium Oxide, L-Carnitine, Zinc Sulphate, Copper Sulphate, Vitamin A, Manganese Sulphate, Sodium Selenite, Vitamin D3;;
Tesco Double Gloucester Onion & Chives 200G;https://www.tesco.com/groceries/en-GB/products/258663021;2.3;GBP;Double Gloucester cheese with reconstituted onions and dried chives.;TESCO;4.3;9;Pack size: 200G;;;6 Servings
Bol Hazelnut Latte Power Shake 450G;https://www.tesco.com/groceries/en-GB/products/312367964;3.5;GBP;Hazelnut Latte Power Shake. Eat as part of a balanced diet and healthy lifestyle. 20g High Protein,Nutritionally Complete Meal,324 Kcal Per Serving,1 Shot of Espresso,26 Vitamins & Minerals,Dishwasher safe,No Added Sugar,Contains naturally occurring sugars,Dairy & Gluten Free,Vegetarian Society Approved - Vegan;BOL;3.5;2;Pack size: 450G;Soya Protein Blend (Water, Soya Protein), Dates, Hazelnut Butter (Roasted Hazelnuts) (4%), Banana Puree, Coconut Milk (Coconut, Water), Cornflour, Carrot Puree, Arabica Ground Coffee, Vitamin Complex, Salt;;
Jj Whitley Blood Orange Vodka 1L;https://www.tesco.com/groceries/en-GB/products/308499433;21;GBP;Vodka. Visit JJ-Whitley.com, @JJWhitleyUK on Facebook and @JJ_Whitley on Instagram to see the latest products and more cocktail inspiration. San Francisco World Spirits Competition Silver Winner 2021,Award winning Artisanal British Vodka infused with Sicilian Blood Oranges,Perfect accompaniment with Mediterranean styled food and drinks,Scents of Sicilian summer on the nose, with rich orange marmalade and light warming spice to finish,Distilled & bottled in Cheshire, England, UK;JJ WHITLEY;3.9;7;Pack size: 1L;;;
